Time,Probability
15,0.0002533097748264543
15,0.0006625830060543205
15,0.00012037447977290185
15,0.00013398202966027336
15,0.0002554032440398961
15,0.0001161875413460183
15,0.00025540324403989606
15,0.00013084182584011068
15,0.00011514080673929741
15,0.0001528232525812493
15,0.0002690107939272676
15,0.0001381689680871569
15,0.00013293529505355249
15,0.0002574967132533378
15,0.00014444937572748222
15,0.0001528232525812493
15,0.0001381689680871569
15,0.00013188856044683158
15,0.00013188856044683158
15,0.00012037447977290185
15,0.0001381689680871569
15,0.00013293529505355249
15,0.00012456141819978538
15,0.00013293529505355249
15,0.0001381689680871569
15,0.0003914787429136112
15,0.00014758957954764485
15,0.00013502876426699424
15,0.00012770162201994803
15,0.00037787119302623963
15,0.00013188856044683158
15,0.00014758957954764485
15,0.00012770162201994803
15,0.00013084182584011068
15,0.00014444937572748222
15,0.0007892378934675476
15,0.00012142121437962273
15,0.00012037447977290185
15,0.00014444937572748222
15,0.00012037447977290185
15,0.00013188856044683158
15,0.00012037447977290185
15,0.0001528232525812493
15,0.00014235590651404047
15,0.0001381689680871569
15,0.00012142121437962273
15,0.00014444937572748222
15,0.0001528232525812493
15,0.00011723427595273918
15,0.00012770162201994803
15,0.00013502876426699424
15,0.00012037447977290185
15,0.00012142121437962273
15,0.0006615362714475998
15,0.00027529120156759296
15,0.00013502876426699424
15,0.00013084182584011068
15,0.0002595901824667796
15,0.00012037447977290185
15,0.000256449978646617
15,0.00013084182584011068
15,0.00013502876426699424
15,0.00014758957954764485
15,0.00026482385550038404
15,0.00013502876426699424
15,0.0001381689680871569
15,0.00013293529505355249
15,0.0001161875413460183
15,0.00011514080673929741
15,0.00012246794898634363
15,0.00013188856044683158
15,0.00013502876426699424
15,0.00028471181302808094
15,0.00012456141819978538
15,0.00014758957954764485
15,0.00012770162201994803
15,0.0001235146835930645
15,0.00013084182584011068
15,0.0002700575285339885
15,0.0002595901824667796
15,0.00012142121437962273
15,0.00014758957954764485
15,0.00027424446696087203
15,0.00013398202966027336
15,0.00013293529505355249
