"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3M7OI89LVYYA52VOWJ6Q28BTILSC62","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 08:04:31 PDT 2019","5","BatchId:3680831;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 08:04:31 PDT 2019","","","34FNN24DCNJTCLU9DUJBWDKYNX3Y5W","A1F9KLZGHE9DTA","Submitted","Wed Jun 19 08:04:39 PDT 2019","Wed Jun 19 08:23:28 PDT 2019","Sat Jun 22 08:23:28 PDT 2019","","","","1129","100% (3/3)","0% (0/0)","0% (0/0)","Z4lKjemnd"
"3M7OI89LVYYA52VOWJ6Q28BTILSC62","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 08:04:31 PDT 2019","5","BatchId:3680831;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 08:04:31 PDT 2019","","","3GFK2QRXXARPNGZ9YT1NBGZICP3W5V","A3CWEIEY3TGJFX","Submitted","Wed Jun 19 10:05:06 PDT 2019","Wed Jun 19 10:43:30 PDT 2019","Sat Jun 22 10:43:30 PDT 2019","","","","2304","100% (5/5)","0% (0/0)","0% (0/0)","Z4RSjH9j4"
"3M7OI89LVYYA52VOWJ6Q28BTILSC62","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 08:04:31 PDT 2019","5","BatchId:3680831;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 08:04:31 PDT 2019","","","3HUTX6F6VVXPJA7KPO8FWFJKPDE2OP","A2P065E9CYMYJL","Submitted","Wed Jun 19 08:04:39 PDT 2019","Wed Jun 19 08:54:28 PDT 2019","Sat Jun 22 08:54:28 PDT 2019","","","","2989","100% (1/1)","0% (0/0)","0% (0/0)","Z4Rv31ADH"
"3M7OI89LVYYA52VOWJ6Q28BTILSC62","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 08:04:31 PDT 2019","5","BatchId:3680831;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 08:04:31 PDT 2019","","","3ON104KXQL67RXV9KOID6OT4CT8W4Q","APGX2WZ59OWDN","Submitted","Wed Jun 19 08:04:39 PDT 2019","Wed Jun 19 08:44:00 PDT 2019","Sat Jun 22 08:44:00 PDT 2019","","","","2361","91% (10/11)","0% (0/0)","0% (0/0)","Z4xTcWaGJ"
"3M7OI89LVYYA52VOWJ6Q28BTILSC62","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 08:04:31 PDT 2019","5","BatchId:3680831;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 08:04:31 PDT 2019","","","3WYP994K181PVPUNIDTGOJYYJSEY6C","AV22FQTJNBUZT","Submitted","Wed Jun 19 08:04:39 PDT 2019","Wed Jun 19 08:44:10 PDT 2019","Sat Jun 22 08:44:10 PDT 2019","","","","2371","100% (2/2)","0% (0/0)","0% (0/0)","Z4qSif2NR"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","30ZX6P7VF95BIZGN9BGAOJ2YQKC2JG","AYYBMS4XQJ9AP","Submitted","Wed Jun 19 11:16:24 PDT 2019","Wed Jun 19 11:28:36 PDT 2019","Sat Jun 22 11:28:36 PDT 2019","","","","732","100% (1/1)","0% (0/0)","0% (0/0)","Z40sboe2j"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","30ZX6P7VF95BIZGN9BGAOJ2YQKM2JQ","A16H809DRDT4B9","Submitted","Wed Jun 19 12:09:51 PDT 2019","Wed Jun 19 13:04:20 PDT 2019","Sat Jun 22 13:04:20 PDT 2019","","","","3269","0% (0/0)","0% (0/0)","0% (0/0)","Z49UhOHcJ"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","31LM9EDVOM277L5GVUEUG75W1F0JNL","A1SNC8UL8YFRH5","Submitted","Wed Jun 19 11:09:12 PDT 2019","Wed Jun 19 11:29:58 PDT 2019","Sat Jun 22 11:29:58 PDT 2019","","","","1246","100% (2/2)","0% (0/0)","0% (0/0)","Z45YIBOVS"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","32KTQ2V7REPCJR77XH8HEY2T0KEM9T","AM02YP6440HLO","Submitted","Wed Jun 19 11:09:12 PDT 2019","Wed Jun 19 11:44:25 PDT 2019","Sat Jun 22 11:44:25 PDT 2019","","","","2113","0% (0/0)","0% (0/0)","0% (0/0)","Z4zI4Txu9"
"3UAU495MII2WG2ISI6DKDEJQALBUO1","3SBFCXF7YBTOU55YNEIS2KRAV9HW46","Look at a series of images and answer some questions (please only do this HIT once!)","Guess where someone is walking to","psychology, cognitive, science, research, yale, university, fun, thinking","$2.00","Wed Jun 19 11:09:08 PDT 2019","15","BatchId:3681146;OriginalHitTemplateId:920937340;","3600","259200","Wed Jun 26 11:09:08 PDT 2019","","","36DSNE9QZ68PP65SW9E7VW51RP5JO0","A129DU6FOHUVNO","Submitted","Wed Jun 19 11:09:13 PDT 2019","Wed Jun 19 11:37:09 PDT 2019","Sat Jun 22 11:37:09 PDT 2019","","","","1676","0% (0/0)","0% (0/0)","0% (0/0)","Z4C29Po5A"
